url,written,written_human_readable,origin,shape,shards,chunks,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100009725_G100010454--2013_12_05_21_08_22_chamber--U00--V01.ome.zarr,34390066867.200005,32.03 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4851,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100009725_G100010454--2013_12_05_21_08_22_chamber--U00--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100010607_G100010623--2014_06_23_16_05_11_chamber--U01--V01.ome.zarr,40824761313.6,38.02 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4864,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100010607_G100010623--2014_06_23_16_05_11_chamber--U01--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100002655_G100002656--2013_09_24_15_21_06_chamber--U01--V01.ome.zarr,30892734734.4,28.77 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4452,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100002655_G100002656--2013_09_24_15_21_06_chamber--U01--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100012537_G100012477--2013_10_01_12_30_33_chamber--U01--V01.ome.zarr,31563857239.2,29.40 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4878,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100012537_G100012477--2013_10_01_12_30_33_chamber--U01--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100003584_G100003586--2014_06_26_15_58_43_chamber--U00--V01.ome.zarr,34485557911.200005,32.12 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4885,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100003584_G100003586--2014_06_26_15_58_43_chamber--U00--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100010237_G100010241--2014_06_25_13_42_23_chamber--U00--V01.ome.zarr,41199285045.6,38.37 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4859,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100010237_G100010241--2014_06_25_13_42_23_chamber--U00--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100008302_G100008304--2013_12_02_21_30_23_chamber--U00--V01.ome.zarr,41893927574.4,39.02 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4824,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100008302_G100008304--2013_12_02_21_30_23_chamber--U00--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100008033_G100007130--2013_11_02_21_39_19_chamber--U01--V01.ome.zarr,35956571428.799995,33.49 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4817,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100008033_G100007130--2013_11_02_21_39_19_chamber--U01--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100009617_G100008907--2013_12_06_20_46_40_chamber--U01--V01.ome.zarr,32213209881.6,30.00 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4904,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100009617_G100008907--2013_12_06_20_46_40_chamber--U01--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100006175_G100006179--2013_11_01_23_35_08_chamber--U01--V01.ome.zarr,39577476643.0,36.86 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4809,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100006175_G100006179--2013_11_01_23_35_08_chamber--U01--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100004727_G100004940--2013_12_08_21_26_28_chamber--U00--V01.ome.zarr,34550180913.6,32.18 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4751,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100004727_G100004940--2013_12_08_21_26_28_chamber--U00--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100008060_G100008062--2013_11_03_22_51_32_chamber--U01--V01.ome.zarr,36075441996.0,33.60 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4820,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100008060_G100008062--2013_11_03_22_51_32_chamber--U01--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100006175_G100006179--2013_11_01_23_35_08_chamber--U00--V01.ome.zarr,32788182831.0,30.54 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4808,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100006175_G100006179--2013_11_01_23_35_08_chamber--U00--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0015/TARA_HCS1_H5_G100002978_G100002980--2013_08_29_12_36_46_chamber--U00--V01.ome.zarr,32313513117.6,30.09 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4454,"1,5,20,2048,2048","1,5,2,2048,2048","1,1,1,512,512",https://creativecommons.org/licenses/by/4.0/,Colin: Tara Oceans. Quantitative 3D-imaging for cell biology and ecology of environmental microbial eukaryotes: idr0015/TARA_HCS1_H5_G100002978_G100002980--2013_08_29_12_36_46_chamber--U00--V01.ome.zarr,"eHCFM: a 3D-fluorescence imaging and classification tool for high throughput analysis of microbial eukaryotes in environmental samples. The method generates for each given sample a mosaic of multi-dimentional fields of view (3D, 5 channels).",,
